identifier,quote,tei
10.1257%2Fjep.15.2.25_JWC61,Sun or Netscape or to allow Netscapeto include the Intel product with Navigator.,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC63,"player, to rely on Windows-specific Java technolog",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC65,rather than moreportable Java im,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC66,the middleware threat to Windows posed by the combination of Netscape Navigatorand Java.,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC69,"Yet by tipping the market in favor of Internet Explorer, M",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC70,undermined the ability of Netscape Navigator to attract software,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC71,"According to Ad-Knowledge, Inc., Internet Explorer’s share of monthly browser usage in",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC72,ork necessary to continue bundling up-to-date “Java VirtualMachines”—the program,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC74,that interpret Java for a particular operating system—that would be compliant,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC76,off in the short run as the result ofMicrosoft’s Java development,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC77,Microsoft’s implementation of the Java virtual machine provided advan,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC78,"rovided advan-tages for Windows users (“Performance Tests: Compatibility,” 1998)",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC80,"namely, receiving a free copy of InternetExplorer bundled with Windows rather than paying for a browser",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC81,The availability of free browsers may have allowed Microsoft to raise (or avoidlowering) the price of Windows.,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC82,Statmarket claims that Internet Explorer’s share of browser usage,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC84,0 were from Internet surfers using Internet Explorer and 26.1 percent o,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC85,from free browsers through the Windows price,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC86,the short-run consumer benefitsfrom giving away Internet Explorer and,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC87,undling it with Windows were limited,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC88,One cannot be certain that the combinationof alternative browsers and a Java programming language,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC89,"For example, one obstacle tothe widespread acceptance of Java is the additiona",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC90,execution time required totranslate the Java code.,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC91,"Moreover, Microsoftappears to have accelerated the introduction of DOS 5.0 in response",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC92,esponse to competi-tion from DR-DOS and to have accelerated,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC93,accelerated the development of Windows inresponse to competition from Apple and OS/2. F,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC94,"hat is, givingInternet Explorer away for free",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC95,"bundling Internet Explorer with Windows, andcreating a non-standard implementation of Java—",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC98,"queeze of Netscape, wasimproving Java, and its conduct did not harm consumers",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC99,If Microsoft had been trying to maximize its returns on Windows byensuring that consumers,data/tei/10.1257%2Fjep.15.2.25.tei.xml
PMC5089661_HR02,implements newly developed functions in the IDEASVRdata analysis software for the ISXthat enhances specificity for BNCs and increases the frequency of scored MN.,data/tei/PMC5089661.tei.xml
PMC5089661_HR05,BNC and MN Mask Development and Gating Strategyin IDEAS,data/tei/PMC5089661.tei.xml
PMC5089661_HR08,Gating Strategy in IDEAS,data/tei/PMC5089661.tei.xml
PMC5089661_HR12,The optimized IDEAS analysis templatedemonstrates an improvement across the dose range i,data/tei/PMC5089661.tei.xml
PMC5089661_HR13,The percentage of 100 tagged BNCs and non-BNCs remaining following application of each gate in the optimized IDEASVRanaly-sis template at each dose point for one donor.,data/tei/PMC5089661.tei.xml
PMC5089661_HR14,the ISX-CBMN method fornine blinded samples using the optimized (circles) and original (squares) IDEASVRanalysis templates following 40 min,data/tei/PMC5089661.tei.xml
PMC5089661_HR25,"the average rate of MN per BNC atthe 95% confidence intervals as determined in Matlab (ver-sion 7.11.0.584, Mathworks, MA)",data/tei/PMC5089661.tei.xml
PMC5039120_BB01,"Daily calorie intake was monitored via 24-hour food re-call and analyzed using CAN-Pro ver. 3.0 software (Korean Nutrition Society, Seoul, Korea)",data/tei/PMC5039120.tei.xml
PMC5039120_BB02,"SAS statistical software ver. 9.4 (SAS In-  stitute Inc., Cary, NC, USA) was used to conduct statistical analyses.",data/tei/PMC5039120.tei.xml
PMC4801132_JWC10,BingO mapped the predominant functional themes of the tested gene set on the gO hierarchy and produced an intuitive and a customizable visual representation of the results.,data/tei/PMC4801132.tei.xml
PMC4801132_JWC11,BingO mapped the predominant functional themes of the 42 overlapping proteins between COPD rats and BJF-treated rats and produced an intuitive and a customizable visual representation of the results,data/tei/PMC4801132.tei.xml
PMC4801132_JWC12,"functions of 192 regulated proteins in COPD rats (B), and 191 regulated proteins in BJF-treated rats (C) were analyzed by CluegO",data/tei/PMC4801132.tei.xml
PMC4801132_JWC13,global metabolic disorders of the most relevant pathways were revealed using the MetaboAnalyst,data/tei/PMC4801132.tei.xml
PMC4801132_JWC14,"The compound reaction network with compounds (the pink and red hexagons) and metabolic enzymes (the gray and blue rounds) as nodes and reactions as edges, was constructed using Metscape",data/tei/PMC4801132.tei.xml
PMC4801132_JWC15,existing compounds that populate the Metscape system were shown in pink.,data/tei/PMC4801132.tei.xml
PMC4801132_JWC16,BingO mapped the predominant functional themes of the tested protein set on the gO hierarchy and produced an intuitive and customizable visual representation of the results. The area of a node was proportional,data/tei/PMC4801132.tei.xml
PMC4801132_JWC18,existing compounds that populate the Metscape system were shown in pink. existing proteins were shown in gray.,data/tei/PMC4801132.tei.xml
PMC5054108_JWC01,"We developed a computa-tional system, called FragAnchor, based on the tandem use of a neural net-work (NN) and a hidden Markov model",data/tei/PMC5054108.tei.xml
PMC5054108_JWC02,FragAnchor correctly pre-dicted 91% of all the GPI-anchored proteins annotated in the Swiss-Prot database.,data/tei/PMC5054108.tei.xml
PMC5054108_JWC03,"29 eukaryote proteomes, FragAnchor predicted thatthe percentage of highly probable GPI-anchore",data/tei/PMC5054108.tei.xml
PMC5054108_JWC04,"The distinctive feature of FragAnchor, compared with other systems,is that it targets only the C-terminus",data/tei/PMC5054108.tei.xml
PMC5054108_JWC05,"Moreover, FragAnchor can be used to predict GPI-anchored proteinsin all eukaryotes",data/tei/PMC5054108.tei.xml
PMC5054108_JWC52,"We selected 29 eukaryote proteomes available from the EBI Intergr8 portal <ref type=""bibr"">(19 )</ref> for large-scale analysis.",data/tei/PMC5054108.tei.xml
PMC5054108_JWC58,Example of the output from FragAnchor and comparison to the Swiss-Prot annotation,data/tei/PMC5054108.tei.xml
PMC4280825_AN01,"Docking was conducted using Glide (version 5.8, Schrçdinger, LLC, New York, NY, 2012) SP mode.",data/tei/PMC4280825.tei.xml
PMC4280825_AN02,"The crystal structure 4FYT was downloaded from the Protein Data Bank (PDB) <ref type=""bibr"" target=""#b69"">[42]</ref> and prepared using the Protein Preparation Wizard (Schrçdinger Suite 2012 Protein Preparation Wizard; Epik version 2.2, Schrçdinger, LLC, New York, NY, 2012; Impact version 5.7, Schrçdinger, LLC, New York, NY, 2012; Prime version 2.3, Schrçdinger, LLC, New York, NY, 2012) in Maestro (version 9.3, Schrçdinger, LLC, New York, NY, 2012).",data/tei/PMC4280825.tei.xml
PMC4280825_AN07,"The structures were prepared for docking using LigPrep (version 2.5, Schrçdinger, LLC, New York, NY, 2012) generating different pro- tonation states.",data/tei/PMC4280825.tei.xml
PMC4016806_JS02,"were counted using Image-J software, incorporating multiple images and standard deviation analysis.",data/tei/PMC4016806.tei.xml
PMC5293311_JWC01,Comparison of Patient-reported Outcomes after Implant Versus Autologous Tissue Breast Reconstruction Using the BREAST-Q,data/tei/PMC5293311.tei.xml
PMC5293311_JWC02,or autologous reconstruction in the participating center were asked to complete the BREAST-Q (Reconstruction Module).,data/tei/PMC5293311.tei.xml
PMC5293311_JWC03,All other BREAST-Q parameters that were considered and observed were not significantly different between the 2 patient groups,data/tei/PMC5293311.tei.xml
PMC5293311_JWC14,Means and SDs of the BREAST-Q patient-reported scores (*statistically significant = P < 0.01),data/tei/PMC5293311.tei.xml
PMC5293311_JWC15,Mean distributions comparing BREAST-Q patient-reported scores from the implant and TRAM group,data/tei/PMC5293311.tei.xml
PMC3821792_AM01,"The images were captured in vida 4.2.1 (Open Eye Scienti c Software, Santa Fe, NM, USA) software; using the human TLR-4/MD-2 crystal structure, with LPSec cocrystalized (PDB iD: 3FXi).",data/tei/PMC3821792.tei.xml
PMC4801153_MZ03,"Data analysis was performed using the SAS System for Windows (Statistical Analysis System), version 9.4 (SAS Institute Inc., Cary, NC, USA).",data/tei/PMC4801153.tei.xml
10.1007%2Fbf00163432_HR01,currently being changed to take into account the newest version of IML SAS,data/tei/10.1007%2Fbf00163432.tei.xml
10.1007%2Fbf00163432_HR02,The current version of the code runs with an older version of SAS with its matrix language capability.,data/tei/10.1007%2Fbf00163432.tei.xml
PMC4295086_JWC01,Maps were generated with ArcGIS 10.1.,data/tei/PMC4295086.tei.xml
PMC4919585_MS04,"Isometric tension transducers (IT50, EMKA Technologies) were connected to amplifiers, (EMKA Technologies) and contractile responses were recorded using IOX2 software (EMKA Technologies).",data/tei/PMC4919585.tei.xml
PMC1874646_CB01,"Immunoblots in Figure 2B were quantified using ImageQuant software and represented as fraction of WT after normalization on total H3 level.",data/tei/PMC1874646.tei.xml
PMC3013778_MZ20,"(iv) primer design tool </p></div> <div xmlns=""http://www.tei-c.org/ns/1.0""><head xml:id=""_N2febbG"">TADB browse module",data/tei/PMC3013778.tei.xml
PMC3013778_MZ26,"Aselected sample of the 74 TA domain pairs identified in this organism by Makarovaet al.(4), plus another eight putative TA pairs predicted byRASTA-Bacteria (6) alone.",data/tei/PMC3013778.tei.xml
PMC3013778_MZ27,(B) A segment of the circular genome map ofG. uraniireducensRf4 generated using CGview (18) showing TA loci incolor code by TA family and TA domain pair.,data/tei/PMC3013778.tei.xml
PMC3013778_MZ28,An integrated version of Primer3Plus (21) is available tofacilitate design of PCR primers and selected TADB items can be searched against the ACLAME database of mobile genetic elements (24) usingBlast via a single link.,data/tei/PMC3013778.tei.xml
PMC5360432_EK02,"All statistical analyses were performed using the EXSUS8 software package (CACExicare Corp., Tokyo, Japan).",data/tei/PMC5360432.tei.xml
PMC4888764_MS01,Data collecting and handling were carried out using dedicated software (Spectacle; TSP).,data/tei/PMC4888764.tei.xml
PMC3771852_CB03,"The PLS statistical analyses performed for alignment I showed that the best model generated was self-consistent (r 2 = 0.973), with good predictive ability (q 2 = 0.625), and low SEE (0.130), with optimum number of components (six) determined by SAMPLS (sample-distance PLS) analysis</p><formula xml:id=""formula_0"">(33)<label>(8)</label></formula><p xml:id=""_VW8DZXM"">Positive Neutral Negative implemented in SYBYL-X 1.1.",data/tei/PMC3771852.tei.xml
PMC2677890_JWC06,"Next, PCR primers flanking the CT-richregion were designed by the primer-3 software; http://fokker.wi.mit.edu/primer3/input.htm).",data/tei/PMC2677890.tei.xml
PMC2677890_JWC07,Fragments wereseparated by capillary electrophoresis on an ABI 3700(Applied Biosystems; Foster City; CA) and analyzedby the GeneMarker (Softgenetics; State College; PA) soft-ware.,data/tei/PMC2677890.tei.xml
10.1111%2Fcwe.12158_TL01,"Weight-for-age Z-scores (WAZ) were calculated using a SAS program for the 2000 CDC growth chart for children aged 0–20 years (WHO, 2009).2",data/tei/10.1111%2Fcwe.12158.tei.xml
10.1111%2Fcwe.12158_TL02,"2 See: US Center for Disease Control and Prevention, 2002, A SAS Program for 2000 CDC Growth Charts (0 to <20 years old). For more information, please see http://www.cdc.gov/nccdphp/dnpao/growthcharts/ resources/sas.htm",data/tei/10.1111%2Fcwe.12158.tei.xml
10.1111%2Fcwe.12158_TL03,"Physical indicators of height and weight were used to construct height-for-age Z-scores (HAZ) and body mass index (BMI) using WHO AnthroPlus, a software application of the WHO Reference 2007 for children aged 5–19 years that",data/tei/10.1111%2Fcwe.12158.tei.xml
PMC2768165_PS05,"Quantification of 6000EM micrographs using an image analysis system (Imagine-Pro Plus 5.0, Media Cybernetics) showed that wild-type and DGAT1 mice have 1493.6 and 987.7 mitochondria per 1010micron muscle area, respectively (P<0.001). The average mitochondrial size is 34,4324,246 pixels for wild-type and 62,418938 pixels for DGAT1 mice (P0.014)",data/tei/PMC2768165.tei.xml
PMC4664003_SA01,"It was used the Statistical Package for Social Science (SPSS), version 20.0 and Rstudio 0.98.501 software.",data/tei/PMC4664003.tei.xml
PMC5108428_AN03,"AUC0–∞ = area under the concentration versus time curve from time zero extrapolated to infinity; CI = confidence interval; Cmax = maxi- mum observed drug concentration; LS = least squares; Tmax = time to reach Cmax. Model: Log (PK) = Subject + Treatment + Random Error, where subject is fitted as a random effect. aTmax analyzed nonparametrically by using SAS procedure PROC UNIVARIATE software.",data/tei/PMC5108428.tei.xml
PMC4548766_AN02,"The PubMed, Web of Science, Science Direct, EMBASE, and Cochrane Library databases were systematically searched by two independent researchers through to March 31, 2015 to identify relevant studies. All the extracted literature were managed by Bibliographic citation management software. Quality assessment of the included studies was performed using a modi ed Newcastle–Ottawa Scale judgment. The data were analyzed using RevMan5.2 software.",data/tei/PMC4548766.tei.xml
PMC4548766_AN04,"The existence of this type of bias cannot be completely resolved by a meta-analysis itself. In this meta- analysis, a funnel plot was drawn using the funnel plot com- mand in the RevMan software (Figure 1), which indicated no obvious publication bias in the studies included.",data/tei/PMC4548766.tei.xml
